path	class	function	start	end	lines	visibility	static	owner_zone	sha256	signature
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	cyclePortrait	308	308	1	private	False	inventory.items.persistence	bc94ce16f52643e23cb51a1362d77f4fc8a5f63f3ebb6429c5ea70608b9f9ece	private void cyclePortrait(int delta) { profile.portraitIndex = Math.floorMod(profile.portraitIndex + delta, Math.max(1, portraitChoiceCount())); refresh(); }
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	refresh	310	322	13	private	False	inventory.items.persistence	2a50a22dbb18644f9798680b30da1d9512445a1cefc6d294ca011a701a9eb308	private void refresh() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	fallbackPortraitIcon	324	368	45	private	False	ui.render.surface	8d958ceaf4de1a21718250848adf773b041965072f3ba8021a0bb7de86f8eb4d	private BufferedImage fallbackPortraitIcon(int idx, int w, int h, String label, Color fallbackColor) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	portraitChoiceCount	370	373	4	private	False	inventory.items.persistence	5cd020bb59f8cf6bfe4b403d0fbcfc8b79cc4c94574d4ad7af38acf5d3ac192b	private int portraitChoiceCount() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	currentProfileNameForPortrait	375	379	5	private	False	inventory.items.persistence	71fd1dd757ee17afe8a8aa7c4db8855925627ccdbde20fae85516406483bfc36	private String currentProfileNameForPortrait() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	matchedNameLockedEntry	381	383	3	private	False	inventory.items.persistence	41fd07b6fc139de21a2312f752448571932c3d289783bc8fced65608a8876c61	private NameLockedProfilePortraitAuthority.Entry matchedNameLockedEntry() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	hasNameLockedChoice	385	385	1	private	False	inventory.items.persistence	81aedf53ebd5c2f9436dc98df9546dbf33a2081a2992073c40ff388c6b547d11	private boolean hasNameLockedChoice() { return matchedNameLockedEntry() != null; }
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	portraitLabel	387	398	12	private	False	inventory.items.persistence	46d1214b90af61ac9ca6d410957e1cb6f795ba11e6705f80bc3273835ff53659	private String portraitLabel(int idx) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	portraitSourceLine	400	402	3	private	False	inventory.items.persistence	f60d031d0254a897d57f3820115335e95cea3340349ebd53e09cae7f7c958de1	private String portraitSourceLine(int idx) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	readProfilePortrait	404	415	12	private	False	inventory.items.persistence	afca3c0b14a0e0fd858ea9c6ea997a2c2800dda857d2fa0716629152e7697cd4	private BufferedImage readProfilePortrait(int idx) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	readNameLockedPortrait	417	424	8	private	False	inventory.items.persistence	aa1aa33e6a17fe31d032e9d8da02092a61827f78a1b3cbf3fbcd59093eef69ef	private BufferedImage readNameLockedPortrait(NameLockedProfilePortraitAuthority.Entry e) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	standardPortraitPath	426	430	5	private	False	inventory.items.persistence	dc78448697958bdfcb16533e0fdea16db1ff314790dd8c8ef8aac7ae4104a29d	private Path standardPortraitPath(int idx) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	standardPortraitFiles	432	453	22	private	False	inventory.items.persistence	40aea0f21e69a1cbc77f76609eff64662116bc66099dff12db1dfca00fcea162	private ArrayList<Path> standardPortraitFiles() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	collectStandardPortraits	455	461	7	private	False	inventory.items.persistence	9e4849fe5774d073670c99d5f9ef9f79fa37608cd02b37d482b7c1808b565c9a	private void collectStandardPortraits(Path dir, ArrayList<Path> out) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	systemText	463	477	15	private	False	inventory.items.persistence	40e40bb947db4aafb7edfac84df4cab33b7e0b1a0cf963acff7a37c625a9e8ae	private String systemText(int portraitIndex) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	migrationText	479	487	9	private	False	inventory.items.persistence	7feed0d2d731ee65892354081431af5a12781823bb46428318dce4962e3a1c1d	private String migrationText() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	sync	489	508	20	private	False	inventory.items.persistence	01ee532c3bf51adff07e6919a4aa34da034ffd0e569f2d3f57a50ac4cd9d4b13	private void sync() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	exportZip	510	522	13	private	False	inventory.items.persistence	b2f7556fec5b29b6100bcdf3082aeb20102f3b07c5163b2117459a82cd8ba487	private void exportZip() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	importZip	524	536	13	private	False	inventory.items.persistence	e9aa615f74498de0bddafa48071bdf9ac11dd249f9b6a79040d0a4335505121e	private void importZip() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	syncQuietly	538	542	5	private	False	inventory.items.persistence	23d69d273c3dc69fb2770c336c35624073c2dbce2d8ce5eaf4ebd6a3b46263a7	private void syncQuietly() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	defaults	545	563	19	private	True	inventory.items.persistence	c80974358e49a9c3e79e154593ee52f15003ac83b3d2e81d06173af49036593b	private static LocalProfile defaults(UserProfileAuthority.Profile detected) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileDialog	validateLegalAdultCertification	565	569	5	package	True	inventory.items.persistence	1f0c70599f0afbfde0f63d0473056c32269508e740eb6dc4867463788c6422e6	static void validateLegalAdultCertification(LocalProfile profile) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	ProfileRegistrationException	572	572	1	package	False	inventory.items.persistence	b658a0da091fa5186de70e5140e1c59074d3257ac88c9cc308bcd178b6e90ba1	ProfileRegistrationException(String message) { super(message); }
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	migrationManifest	575	581	7	private	True	inventory.items.persistence	a7d5c18e84b49abb4079240499efdbc1a3f07a9af8753e436e2718ccefe132e5	private static String migrationManifest(LocalProfile profile) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	addIfExists	583	589	7	private	True	inventory.items.persistence	263b520e02ec853d186f65bedb299f1017f536247da04bdfc240724f141c0137	private static void addIfExists(ZipOutputStream zos, Path path, String entryName) throws IOException {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	writeZipText	591	596	6	private	True	inventory.items.persistence	678ed1abac09069e7f65ea7a1405d88431771d0b0145bdac9607907416a838ac	private static void writeZipText(ZipOutputStream zos, String entryName, String text) throws IOException {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	copyIfExists	598	605	8	private	True	inventory.items.persistence	e5a930a2b7787de9a0b6670c3cf402914c98f68538892c21d2be14ef595b314f	private static void copyIfExists(Path from, Path to) throws IOException {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	safeEntryName	607	613	7	private	True	inventory.items.persistence	5e5cc26ffffe0d6801982e01f7b9f4a30247d0bc8d692c70b289b09f0e6f3720	private static String safeEntryName(String name) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	parseInt	615	618	4	private	True	inventory.items.persistence	8d8a7ad80ce7b5e1a054f087d00a11d13336f8d89ba1b050b4af637d2daeb021	private static int parseInt(String s, int fallback, int min, int max) {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	generateId	620	622	3	private	True	inventory.items.persistence	224f5eedf3f515b3c2816c79546bb230e513e0b33327e4f71b3794ef9fa28ac9	private static String generateId() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	hardwareSignature	624	635	12	private	True	inventory.items.persistence	e8ccb5e05e9d40eae2a83c426803f517c195d17536fd5790b27a98dec06d8208	private static String hardwareSignature() {
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	clean	637	637	1	private	True	inventory.items.persistence	3b81a396655a32903a390244457c89af9772c9597eb0a50609408a8178df92eb	private static String clean(String s, String fallback) { return s == null || s.trim().isEmpty() ? fallback : s.trim().replace('\n', ' '); }
src/mechanist/FallbackProfileManagementAuthority.java	ProfileRegistrationException	FallbackProfileManagementAuthority	639	639	1	private	False	inventory.items.persistence	22e58fc053644ac23817371aa01928e8a2acf78673fcfe950c5eb7186222b687	private FallbackProfileManagementAuthority() {}
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	isUnlocked	46	46	1	package	False	ui.render.surface	c9fe947f4db7f0719b6012cf175ed72a3a04ffb331949aaf678653164a8fd969	boolean isUnlocked(GameOptions options) { return options != null && options.doomModeEnabled; }
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	statusLine	48	52	5	package	False	ui.render.surface	4ace8be9fba8f9b456a4f4e42bf204690ce585d3f8e61dd0342502b4a32ee21b	String statusLine(GameOptions options) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	handleMouseMoved	54	59	6	package	False	ui.render.surface	4e189750bf5e06d19e346ca1a0a96119f76e1dce25fed007694ee99348171cf6	boolean handleMouseMoved(GamePanel panel, int x, int y) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	handleMouseDragged	61	61	1	package	False	ui.render.surface	36c673c21d82e3e5207c0d1e5a04aaad9197709659f7d2c1c096b9cbe5f58932	boolean handleMouseDragged(GamePanel panel, int x, int y) { return handleMouseMoved(panel, x, y); }
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	handleMouseClicked	63	104	42	package	False	ui.render.surface	2ce51890c9c94fe95fb197e4660eedc2ac3192afa7bc6147cfb43d1d74a70440	boolean handleMouseClicked(GamePanel panel, MouseEvent e, int virtualX, int virtualY) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	handleKeyPressed	106	126	21	package	False	ui.render.surface	9d74fdd907387a0f89d8f7fabf4c27a1fd85a31cc5e0ac1dc8a9b05a04fbb9cb	boolean handleKeyPressed(GamePanel panel, int code) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	handleKeyReleased	128	137	10	package	False	ui.render.surface	a8ccf2d3ba8a02cb7a41a5a16b2e97f0374e702c4fca45aa36811a1d45595bc6	boolean handleKeyReleased(GamePanel panel, int code) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	updateContinuousMotion	139	170	32	package	False	ui.render.surface	2159b5637ac356134e9d29e2fae4299268ec38959582f71fb8ade156143bd8dd	void updateContinuousMotion(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	render	172	198	27	package	False	ui.render.surface	37ddae302559499510734c13e8f76b3cf661df52f69bc01af5e7b0976b47d2eb	void render(Graphics2D g, GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	active	200	202	3	private	False	ui.render.surface	79267635cafca05f247c441fa56c0041dee0d4f6555bec98c1b81611c6d04f3b	private boolean active(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	ensureFrame	204	209	6	private	False	ui.render.surface	dbafa4135874efceab193e194d8394a2acb63fc7ff15d42775871943e7235cb7	private void ensureFrame(int w, int h) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	lowHealthRatio	211	216	6	private	False	ui.render.surface	8de1bed390b50e21c46da23e9b06ea350653019d1dce987eb5604a657bc74d6a	private double lowHealthRatio(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	syncCameraToPlayer	218	223	6	private	False	ui.render.surface	422c95146eda20f7c2c8e94f42107c63699f74c0d7d953f0323be6315c441d35	private void syncCameraToPlayer(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	ensureContinuousPlayerSynced	225	237	13	private	False	ui.render.surface	44b492849898984f3854bed4a9ed943150f7ce996decfa450be9e34d74ed0ede	private void ensureContinuousPlayerSynced(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	rasterizeWorld	239	283	45	private	False	ui.render.surface	f863b6a319da4dbf345deecebf53201e4b59fee842d39a72e253adf5e7d6a282	private void rasterizeWorld(GamePanel panel, int w, int h, long now) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	rasterizeFloorAndCeiling	285	332	48	private	False	ui.render.surface	8c21312199a7a2d1357ea8abd18b7e246b5354b55cd9bc5c655f96a9434f0517	private void rasterizeFloorAndCeiling(GamePanel panel, World world, int w, int h, int horizon, double fov) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	sampleImageArgb	334	342	9	private	False	ui.render.surface	c5be44efd7dd44186a8249b10b82423d961a735e883c4859e69a0e7e1210a018	private int sampleImageArgb(BufferedImage img, double u, double v, int fallback) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	prepareWallLightScratch	344	359	16	private	False	ui.render.surface	2e98580d7e4ba463a5b105f81b66a024b7d34de48051a5de0c2c0724060aa0b5	private void prepareWallLightScratch(World world) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	hasWallLightAt	361	365	5	private	False	ui.render.surface	cfb2a4506a719ed8eba0877fc5a762edd11f9e4647b961a671070aab0756f572	private boolean hasWallLightAt(int tx, int ty) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	wallLightOverlayColor	367	373	7	private	False	ui.render.surface	7a7718b584bc77d9c712905d97d18f5277c03d373602af05e844ca39f07d555e	private int wallLightOverlayColor(int baseColor, int screenX, int y0, int y1) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	tileBaseColor	375	386	12	private	False	ui.render.surface	9e13bb7433bf2f3fc44754ee6169123653f74832cd1213ac01739aa0dc6e0aa6	private int tileBaseColor(char tile, RaycastHitKind kind, int side, int tx, int ty) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	applyBrightness	388	394	7	private	False	ui.render.surface	e69c9e291b9ff7ff1c04ab11eb3ca32a97072761a0583b9bfdb4fe24bb0081bb	private int applyBrightness(int argb, double brightness) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	darken	396	401	6	private	False	ui.render.surface	99174a5516b29f98c1a26d00a1a1a89fb0746b212108f9f47f58d8969578cc34	private int darken(int argb, double factor) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	renderSpritesAndEffects	403	424	22	private	False	ui.render.surface	6b81309b8c74d525298f9b70bc5382043c1dee48b01291004e76c36741405561	private void renderSpritesAndEffects(Graphics2D g, GamePanel panel, int w, int h, long now, double dt) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	dist2	426	428	3	private	False	ui.render.surface	de7c1a90c8fa9d6ada6a6944f3a67d61571fbd9c5007f782ba94b6856eecca9f	private double dist2(double x, double z) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	renderGhostMovementProjection	430	448	19	private	False	ui.render.surface	719f797ae10ef8b654c04d06b6a9dd46ea572ee026590eb28e4de7ce24857095	private void renderGhostMovementProjection(Graphics2D g, GamePanel panel, int w, int h) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	formatDistance2	450	454	5	private	False	ui.render.surface	01a1e3a8055e703e529927604c325307b0716d420098db8c2db310d24dc16853	private String formatDistance2(double value) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	renderHud	456	474	19	private	False	ui.render.surface	f7e0b7797e3fd47329f312a746c56be87f237a25889f916a2cdd4acf6998080d	private void renderHud(Graphics2D g, GamePanel panel, int w, int h) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonRenderViewport	project	476	493	18	package	False	ui.render.surface	7cc581abff7a4d59656fffd3a494a3ebc53badafdf287a4cc5504e193dcddf8e	ScreenPoint project(double wx, double wy, double wz, double fov, int w, int h) {
src/mechanist/FirstPerson3DFramework.java	Vec3	Vec3	496	502	7	package	False	ui.render.surface	2438b3fce87e98ceb48523193f6907f5bbaa8a078bb586d73048338500f2d954	record Vec3(double x, double y, double z) {
src/mechanist/FirstPerson3DFramework.java	ScreenPoint	ScreenPoint	504	504	1	package	False	ui.render.surface	77bc77e7fdc544be408455cfb67d2b118449b80e5afc8019a29534f45e80d55b	record ScreenPoint(int x, int y, boolean visible, double depth) {}
src/mechanist/FirstPerson3DFramework.java	RenderableSprite	RenderableSprite	505	505	1	package	False	ui.render.surface	9dbaf22a39f8fc07515702c468ff22cfbd7633074d736bc23b21dbc591fa81c1	record RenderableSprite(double x, double y, double z, char glyph, String label, int color, boolean entity, BufferedImage image) {}
src/mechanist/FirstPerson3DFramework.java	InteractionRequestRecord	InteractionRequestRecord	506	506	1	package	False	ui.render.surface	fcad9fd3cd158473af782c7bb366b377b6e06119db5b9cb1f84aa89bb35320e4	record InteractionRequestRecord(String sessionId, int tileX, int tileY, long clientTimestampMillis, double distance) {}
src/mechanist/FirstPerson3DFramework.java	RaycastHit	RaycastHit	510	513	4	package	False	ui.render.surface	8fdcab800d3bf0ecb4793be905b31c2206e1cf222cb567ee90a7455d8d01320c	record RaycastHit(boolean hit, RaycastHitKind kind, int tileX, int tileY, char tile, double distance, double impactX, double impactZ, double normalX, double normalZ, int side, String label) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	setPosition	521	521	1	package	False	ui.render.surface	c13ad12425a8d3abb73d3b96c36966ea2b11c10677ec8985a1a3739d32acb3f8	void setPosition(double x, double y, double z) { this.baseX = x; this.baseY = y; this.baseZ = z; applyVisualOffsets(new CameraJuiceState(0,0,0)); }
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	applyVisualOffsets	522	529	8	package	False	ui.render.surface	c047694aa2996032d7766ad7345d764e2c1871fb54566a9e5b1ace2741e66c14	void applyVisualOffsets(CameraJuiceState s) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	addYawPitch	530	538	9	package	False	ui.render.surface	5ab3a81e30bf214830d19d50203d441c9d231e590b1fff739c7a3920806a81ec	void addYawPitch(double dyaw, double dpitch) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	x	539	539	1	package	False	ui.render.surface	37ef064d27b877783efe55ebbe641378ea51bee6540264e0f863c3b2ffda74cb	double x() { return viewX; } double y() { return viewY; } double z() { return viewZ; }
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	baseX	540	540	1	package	False	ui.render.surface	802b17606b0de06562b0782cba9cf4ff9bd48a7324d7c22672390b50717a186a	double baseX() { return baseX; } double baseY() { return baseY; } double baseZ() { return baseZ; }
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	yawRadians	541	541	1	package	False	ui.render.surface	c4d654cbd84ea18a0b910b9ef518e614fad600cac6e470d08d500a4860ff7dd0	double yawRadians() { return yaw; } double pitchRadians() { return viewPitch; }
src/mechanist/FirstPerson3DFramework.java	FirstPersonCamera	lookX	542	542	1	package	False	ui.render.surface	40460e2a3b5a88fda2fcf486d85ce367bc99bfbf2ce02f49a6574ba9b9567980	double lookX() { return lookX; } double lookY() { return lookY; } double lookZ() { return lookZ; }
src/mechanist/FirstPerson3DFramework.java	FirstPersonMouseInput	ensureLock	553	561	9	package	False	ui.render.surface	8222822928300887dc6c8728b3857e65e02b8413a57b5f72c92b36e3b06d5bf6	void ensureLock(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonMouseInput	release	563	570	8	package	False	ui.render.surface	52a43030ecaf24043cb89ce660a465344f2eeb5ae5b158317d75c2248e085659	void release(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonMouseInput	handleMove	572	590	19	package	False	ui.render.surface	5bb351299100561f0cd100bbd106296af482eef91758d46f644dc8121e27faec	void handleMove(FirstPersonCamera camera, GamePanel panel, int x, int y) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonMouseInput	centerMouse	592	602	11	private	False	ui.render.surface	5c80f789c120dce6cf3275c3590ad68b5cd0dc254ac350dc48b2cf4ed6122f3f	private void centerMouse(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	FirstPersonMouseInput	hideCursor	604	612	9	private	False	ui.render.surface	a258a2df072c8f8b789933972aab10420898e4706274ddacb31b4728d8e9a9d8	private void hideCursor(GamePanel panel) {
src/mechanist/FirstPerson3DFramework.java	ViewportRaycaster	cast	616	625	10	package	False	ui.render.surface	5eb008f28057f09abe6f2b57e4a58e7be4d28c897c320e285557989892e8a720	RaycastHit cast(World world, FirstPersonCamera camera, double fov, double maxDistance, boolean includeEntities) {
src/mechanist/FirstPerson3DFramework.java	ViewportRaycaster	cast	627	664	38	package	False	ui.render.surface	6ffc00dfe5be98e889794a54a4e41a2b2f3fde69b0463b633c221059e4b2aeb0	RaycastHit cast(World world, double startX, double startZ, double rayAngle, double maxDistance, boolean stopAtDoors) {
src/mechanist/FirstPerson3DFramework.java	ViewportRaycaster	intersectDoorPlane	666	690	25	private	False	ui.render.surface	36b94a1ba8f6aa4794b68176eb75d1922d2676e029b77d67fc1ea418a1d8a8fd	private DoorPlaneHit intersectDoorPlane(double sx, double sz, double dx, double dz, int tx, int ty, int side, double maxDistance) {
src/mechanist/FirstPerson3DFramework.java	ViewportRaycaster	findEntityAlongRay	692	712	21	private	False	ui.render.surface	e5007a2e5b795e8a3222c5cfcf38ced51e5c928b22dcbdbae65f6f34b38a6dd4	private RaycastHit findEntityAlongRay(World world, FirstPersonCamera camera, double maxDistance) {
src/mechanist/FirstPerson3DFramework.java	ViewportRaycaster	isDoor	714	714	1	private	False	ui.render.surface	5ea270db073b3d5acb5e8c7224ffc04d2fdc556d739b8b45df52615cbce18a42	private boolean isDoor(char c) { return c == '/' || c == '|' || c == 'L' || c == 'X' || c == 'V' || c == 'Z'; }
src/mechanist/FirstPerson3DFramework.java	DoorPlaneHit	DoorPlaneHit	715	715	1	package	True	ui.render.surface	9b1e78d3711d63d1f2841abc584bec28d855300ce1a1b2e082de8e76c60c41c6	record DoorPlaneHit(boolean hit, double distance, double x, double z, double nx, double nz) { static DoorPlaneHit none(){ return new DoorPlaneHit(false,0,0,0,0,0); } }
src/mechanist/FirstPerson3DFramework.java	BillboardSpriteRenderer	renderSprites	719	758	40	package	False	ui.render.surface	39b0f4fe4b9725329c788d60f8f35cb740d0f5ca30cb8b2d52ff685aacef6d77	void renderSprites(Graphics2D g, FirstPersonCamera camera, List<RenderableSprite> sprites, double fov, int w, int h, DoomFogSettings fogSettings, DoomDepthFog fog) {
src/mechanist/FirstPerson3DFramework.java	BillboardSpriteRenderer	project	760	773	14	private	False	ui.render.surface	7fbce662ada6897c876ceb6fa88f9bf8b889f4b79c9f4311f07f46344ee0eb50	private ScreenPoint project(FirstPersonCamera camera, double wx, double wy, double wz, double fov, int w, int h) {
src/mechanist/FirstPerson3DFramework.java	DoomFogMode	fromIndex	779	784	6	package	True	ui.render.surface	ae69e80e86091d35e532542c6f78014dec4257f2dc930e56ac394e5610c3d544	static DoomFogMode fromIndex(int index) {
src/mechanist/FirstPerson3DFramework.java	DoomFogSettings	DoomFogSettings	787	799	13	package	False	ui.render.surface	0774c1650ead3b8ef0017d93f96bcf9d1c03baec175587d511f37806b3e8d815	record DoomFogSettings(int fogColorArgb, float startDistance, float maxVisibilityDistance, DoomFogMode mode) {
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	DoomDepthFog	806	806	1	package	False	ui.render.surface	729d67f3069e1c8040709f0a87570881ce13e34cb68256d141848c484b0e240f	DoomDepthFog() { rebuildTable(lastSettings); }
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	applyFog	808	814	7	package	False	ui.render.surface	0347a0c9abad76a7e1417459111763f34e7aaaaf3debf6af91b1bad0e2bafdf0	Color applyFog(Color originalColor, float distance, boolean useRadial) {
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	applyFogArgb	816	831	16	package	False	ui.render.surface	c88ab62b99e30bb96d390892c1fa346b020074ca1ec279d4235a8da0c0736760	int applyFogArgb(int argb, DoomFogSettings settings, float distance) {
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	applyFogArgbDistanceSquared	833	857	25	package	False	ui.render.surface	7ab43938a1849bc5d515cdde4f3c3c6470343046b0720f41cfe45c053a2a665a	int applyFogArgbDistanceSquared(int argb, DoomFogSettings settings, float distanceSquared) {
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	fogFactor	859	867	9	private	False	ui.render.surface	3d9007569d9097dbd09b2081daa713bb4ab926d7ee49c538234c821612563c38	private float fogFactor(float distance, DoomFogSettings settings) {
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	ensureTable	869	875	7	private	False	ui.render.surface	635c31bbdbf2153edb31cfe69f0d88f5ac01f6e12c04fb59bc9cb8f99f623386	private void ensureTable(DoomFogSettings settings) {
src/mechanist/FirstPerson3DFramework.java	DoomDepthFog	rebuildTable	877	883	7	private	False	ui.render.surface	8a78c9e8a5815bcf87c00bd878a23ca60fce0a1ff08ed41800d2794fbd859f0f	private void rebuildTable(DoomFogSettings settings) {
src/mechanist/FirstPerson3DFramework.java	LightDecayEngine	brightness	890	905	16	package	False	ui.render.surface	5bbcbe667691da2f33dad5de92387b7f149db251558ba2c9b8efab6c27949597	double brightness(double cameraX, double cameraZ, double surfaceX, double surfaceZ, GamePanel panel, long now) {
src/mechanist/FirstPerson3DFramework.java	ThreeDimensionalProjectileRenderer	update	910	910	1	package	False	ui.render.surface	4a6626ad1a53ae5fd47eed1c4e6c0abfb0d5cdbe5a045d6cb8c8dd0921d85bb3	void update(long now) { rollRadians = (now % 1200L) / 1200.0 * Math.PI * 2.0; }
src/mechanist/FirstPerson3DFramework.java	ThreeDimensionalProjectileRenderer	render	911	922	12	package	False	ui.render.surface	43fb1c6d3424fa83ac06416d9a41a139fed5734c8db29b516e6d265d80963049	void render(Graphics2D g, FirstPersonCamera camera, double fov, int w, int h, long now) {
src/mechanist/FirstPerson3DFramework.java	ThreeDimensionalProjectileRenderer	drawQuad	923	931	9	private	False	ui.render.surface	b9a0e37b82de3afb4a176cec70f35e1df775a2a152f973985a6866b7d957abf2	private void drawQuad(Graphics2D g, FirstPersonCamera camera, double fov, int w, int h, double cx, double cy, double cz, double ax, double ay, double az, Color color) {
src/mechanist/FirstPerson3DFramework.java	ThreeDimensionalProjectileRenderer	project	932	942	11	private	False	ui.render.surface	f28bb1cfd2bd39a5aa96d1fc58ca70f4465d3248955fdd4e0e223db797af9b36	private ScreenPoint project(FirstPersonCamera camera, double wx, double wy, double wz, double fov, int w, int h) {
src/mechanist/FirstPerson3DFramework.java	ParticleSplashSystem	spawnDoorImpact	949	957	9	package	False	ui.render.surface	b8cb04125e114ab7937f4b315dde198b98acc41ebbc464aa7447a6a41d5061a8	void spawnDoorImpact(double x, double z, double nx, double nz, long now) {
src/mechanist/FirstPerson3DFramework.java	ParticleSplashSystem	update	959	961	3	package	False	ui.render.surface	6bd677230b660720e79fc32f2effdd476b2e5a08cf1dc03d8b5ab875956738d1	void update(long now) {
src/mechanist/FirstPerson3DFramework.java	ParticleSplashSystem	render	963	976	14	package	False	ui.render.surface	1f7a2a2043f034f44cc7e81e462c13c18ca2f9823fd2671edd7fad8a80a159cf	void render(Graphics2D g, FirstPersonCamera camera, double fov, int w, int h, long now) {
src/mechanist/FirstPerson3DFramework.java	ParticleSplashSystem	project	978	988	11	private	False	ui.render.surface	cdadd9bdb308713ece3bef78253624989682737cfa770d998c0c2aa2a8982f3a	private ScreenPoint project(FirstPersonCamera camera, double wx, double wy, double wz, double fov, int w, int h) {
