asset_id	path	resolution	source_group	source_atlas	row	col	category	content_type	description	descriptor_source	content_tags	brightness	edge_density	visible_ratio
bulkhead_bulkhead_walls_doors_open_r01c01	32px/BULKHEAD/Bulkhead_walls+doors-open_r01c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	1	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	37.73	0.1115	0.9766
bulkhead_bulkhead_walls_doors_open_r01c02	32px/BULKHEAD/Bulkhead_walls+doors-open_r01c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	1	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	17.4	0.066	0.9922
bulkhead_bulkhead_walls_doors_open_r01c03	32px/BULKHEAD/Bulkhead_walls+doors-open_r01c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	1	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	40.85	0.1348	0.9961
bulkhead_bulkhead_walls_doors_open_r01c04	32px/BULKHEAD/Bulkhead_walls+doors-open_r01c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	1	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	37.7	0.1282	1.0
bulkhead_bulkhead_walls_doors_open_r01c05	32px/BULKHEAD/Bulkhead_walls+doors-open_r01c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	1	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	27.14	0.0874	0.9883
bulkhead_bulkhead_walls_doors_open_r02c01	32px/BULKHEAD/Bulkhead_walls+doors-open_r02c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	2	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	33.93	0.1211	0.957
bulkhead_bulkhead_walls_doors_open_r02c02	32px/BULKHEAD/Bulkhead_walls+doors-open_r02c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	2	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	31.39	0.1295	0.9688
bulkhead_bulkhead_walls_doors_open_r02c03	32px/BULKHEAD/Bulkhead_walls+doors-open_r02c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	2	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	35.71	0.13	0.957
bulkhead_bulkhead_walls_doors_open_r02c04	32px/BULKHEAD/Bulkhead_walls+doors-open_r02c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	2	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,low_detail	10.49	0.0376	0.9609
bulkhead_bulkhead_walls_doors_open_r02c05	32px/BULKHEAD/Bulkhead_walls+doors-open_r02c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	2	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	30.34	0.1228	0.957
bulkhead_bulkhead_walls_doors_open_r03c01	32px/BULKHEAD/Bulkhead_walls+doors-open_r03c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	3	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	40.45	0.1309	0.9961
bulkhead_bulkhead_walls_doors_open_r03c02	32px/BULKHEAD/Bulkhead_walls+doors-open_r03c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	3	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	23.75	0.0796	0.9922
bulkhead_bulkhead_walls_doors_open_r03c03	32px/BULKHEAD/Bulkhead_walls+doors-open_r03c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	3	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	34.68	0.1408	0.9961
bulkhead_bulkhead_walls_doors_open_r03c04	32px/BULKHEAD/Bulkhead_walls+doors-open_r03c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	3	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	48.98	0.1105	1.0
bulkhead_bulkhead_walls_doors_open_r03c05	32px/BULKHEAD/Bulkhead_walls+doors-open_r03c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	3	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	35.13	0.1184	0.957
bulkhead_bulkhead_walls_doors_open_r04c01	32px/BULKHEAD/Bulkhead_walls+doors-open_r04c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	4	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	36.25	0.1387	0.9609
bulkhead_bulkhead_walls_doors_open_r04c02	32px/BULKHEAD/Bulkhead_walls+doors-open_r04c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	4	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	30.27	0.1292	0.9883
bulkhead_bulkhead_walls_doors_open_r04c03	32px/BULKHEAD/Bulkhead_walls+doors-open_r04c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	4	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	25.9	0.0878	1.0
bulkhead_bulkhead_walls_doors_open_r04c04	32px/BULKHEAD/Bulkhead_walls+doors-open_r04c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	4	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	30.44	0.0967	0.9961
bulkhead_bulkhead_walls_doors_open_r04c05	32px/BULKHEAD/Bulkhead_walls+doors-open_r04c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	4	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	34.85	0.1155	1.0
bulkhead_bulkhead_walls_doors_open_r05c01	32px/BULKHEAD/Bulkhead_walls+doors-open_r05c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	5	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	30.65	0.1098	0.9531
bulkhead_bulkhead_walls_doors_open_r05c02	32px/BULKHEAD/Bulkhead_walls+doors-open_r05c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	5	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	31.55	0.1332	0.9922
bulkhead_bulkhead_walls_doors_open_r05c03	32px/BULKHEAD/Bulkhead_walls+doors-open_r05c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	5	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_black,filled,dark,medium_detail	21.18	0.0793	0.9961
bulkhead_bulkhead_walls_doors_open_r05c04	32px/BULKHEAD/Bulkhead_walls+doors-open_r05c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	5	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	39.66	0.1377	1.0
bulkhead_bulkhead_walls_doors_open_r05c05	32px/BULKHEAD/Bulkhead_walls+doors-open_r05c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors-open	5	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,open,structure,color_dark_gray,filled,dark,medium_detail	37.42	0.1053	0.9961
bulkhead_bulkhead_walls_doors_r01c01	32px/BULKHEAD/Bulkhead_walls+doors_r01c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors	1	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	37.73	0.1115	0.9766
bulkhead_bulkhead_walls_doors_r01c02	32px/BULKHEAD/Bulkhead_walls+doors_r01c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors	1	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	40.21	0.1399	0.9922
bulkhead_bulkhead_walls_doors_r01c03	32px/BULKHEAD/Bulkhead_walls+doors_r01c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors	1	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	40.85	0.1348	0.9961
bulkhead_bulkhead_walls_doors_r01c04	32px/BULKHEAD/Bulkhead_walls+doors_r01c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors	1	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	37.7	0.1282	1.0
bulkhead_bulkhead_walls_doors_r01c05	32px/BULKHEAD/Bulkhead_walls+doors_r01c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors	1	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	45.2	0.1442	0.9883
bulkhead_bulkhead_walls_doors_r02c01	32px/BULKHEAD/Bulkhead_walls+doors_r02c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors	2	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	33.93	0.1211	0.957
bulkhead_bulkhead_walls_doors_r02c02	32px/BULKHEAD/Bulkhead_walls+doors_r02c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors	2	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_black,filled,dark,medium_detail	31.39	0.1295	0.9688
bulkhead_bulkhead_walls_doors_r02c03	32px/BULKHEAD/Bulkhead_walls+doors_r02c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors	2	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	35.71	0.13	0.957
bulkhead_bulkhead_walls_doors_r02c04	32px/BULKHEAD/Bulkhead_walls+doors_r02c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors	2	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	37.31	0.0991	0.9609
bulkhead_bulkhead_walls_doors_r02c05	32px/BULKHEAD/Bulkhead_walls+doors_r02c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors	2	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_black,filled,dark,medium_detail	30.34	0.1228	0.957
bulkhead_bulkhead_walls_doors_r03c01	32px/BULKHEAD/Bulkhead_walls+doors_r03c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors	3	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	40.45	0.1309	0.9961
bulkhead_bulkhead_walls_doors_r03c02	32px/BULKHEAD/Bulkhead_walls+doors_r03c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors	3	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	50.29	0.1381	0.9922
bulkhead_bulkhead_walls_doors_r03c03	32px/BULKHEAD/Bulkhead_walls+doors_r03c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors	3	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	34.68	0.1408	0.9961
bulkhead_bulkhead_walls_doors_r03c04	32px/BULKHEAD/Bulkhead_walls+doors_r03c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors	3	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	48.98	0.1105	1.0
bulkhead_bulkhead_walls_doors_r03c05	32px/BULKHEAD/Bulkhead_walls+doors_r03c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors	3	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	35.13	0.1184	0.957
bulkhead_bulkhead_walls_doors_r04c01	32px/BULKHEAD/Bulkhead_walls+doors_r04c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors	4	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	36.25	0.1387	0.9609
bulkhead_bulkhead_walls_doors_r04c02	32px/BULKHEAD/Bulkhead_walls+doors_r04c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors	4	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_black,filled,dark,medium_detail	30.27	0.1292	0.9883
bulkhead_bulkhead_walls_doors_r04c03	32px/BULKHEAD/Bulkhead_walls+doors_r04c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors	4	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	31.84	0.1121	1.0
bulkhead_bulkhead_walls_doors_r04c04	32px/BULKHEAD/Bulkhead_walls+doors_r04c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors	4	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	36.08	0.1279	0.9961
bulkhead_bulkhead_walls_doors_r04c05	32px/BULKHEAD/Bulkhead_walls+doors_r04c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors	4	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	34.85	0.1155	1.0
bulkhead_bulkhead_walls_doors_r05c01	32px/BULKHEAD/Bulkhead_walls+doors_r05c01_32px.png	32	BULKHEAD	Bulkhead_walls+doors	5	1	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_black,filled,dark,medium_detail	30.65	0.1098	0.9531
bulkhead_bulkhead_walls_doors_r05c02	32px/BULKHEAD/Bulkhead_walls+doors_r05c02_32px.png	32	BULKHEAD	Bulkhead_walls+doors	5	2	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	31.55	0.1332	0.9922
bulkhead_bulkhead_walls_doors_r05c03	32px/BULKHEAD/Bulkhead_walls+doors_r05c03_32px.png	32	BULKHEAD	Bulkhead_walls+doors	5	3	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	34.22	0.1181	0.9961
bulkhead_bulkhead_walls_doors_r05c04	32px/BULKHEAD/Bulkhead_walls+doors_r05c04_32px.png	32	BULKHEAD	Bulkhead_walls+doors	5	4	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	39.66	0.1377	1.0
bulkhead_bulkhead_walls_doors_r05c05	32px/BULKHEAD/Bulkhead_walls+doors_r05c05_32px.png	32	BULKHEAD	Bulkhead_walls+doors	5	5	bulkhead			derived	bulkhead,wall,industrial,walls,architecture,doors,door,entry,structure,color_dark_gray,filled,dark,medium_detail	37.42	0.1053	0.9961
corridors_corridors_a_r01c01	32px/Corridors/Corridors_A_r01c01_32px.png	32	Corridors	Corridors_A	1	1	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	34.33	0.0944	0.9688
corridors_corridors_a_r01c02	32px/Corridors/Corridors_A_r01c02_32px.png	32	Corridors	Corridors_A	1	2	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	31.18	0.0976	0.9844
corridors_corridors_a_r01c03	32px/Corridors/Corridors_A_r01c03_32px.png	32	Corridors	Corridors_A	1	3	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.17	0.087	0.9766
corridors_corridors_a_r01c04	32px/Corridors/Corridors_A_r01c04_32px.png	32	Corridors	Corridors_A	1	4	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	30.5	0.0958	0.9844
corridors_corridors_a_r01c05	32px/Corridors/Corridors_A_r01c05_32px.png	32	Corridors	Corridors_A	1	5	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	28.36	0.0892	0.9766
corridors_corridors_a_r02c01	32px/Corridors/Corridors_A_r02c01_32px.png	32	Corridors	Corridors_A	2	1	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.79	0.1049	0.9844
corridors_corridors_a_r02c02	32px/Corridors/Corridors_A_r02c02_32px.png	32	Corridors	Corridors_A	2	2	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.74	0.1071	1.0
corridors_corridors_a_r02c03	32px/Corridors/Corridors_A_r02c03_32px.png	32	Corridors	Corridors_A	2	3	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	25.48	0.0946	0.9609
corridors_corridors_a_r02c04	32px/Corridors/Corridors_A_r02c04_32px.png	32	Corridors	Corridors_A	2	4	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.64	0.102	1.0
corridors_corridors_a_r02c05	32px/Corridors/Corridors_A_r02c05_32px.png	32	Corridors	Corridors_A	2	5	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	28.72	0.1023	0.9922
corridors_corridors_a_r03c01	32px/Corridors/Corridors_A_r03c01_32px.png	32	Corridors	Corridors_A	3	1	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.87	0.0968	0.9883
corridors_corridors_a_r03c02	32px/Corridors/Corridors_A_r03c02_32px.png	32	Corridors	Corridors_A	3	2	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	22.73	0.0917	0.9961
corridors_corridors_a_r03c03	32px/Corridors/Corridors_A_r03c03_32px.png	32	Corridors	Corridors_A	3	3	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	25.82	0.1015	0.957
corridors_corridors_a_r03c04	32px/Corridors/Corridors_A_r03c04_32px.png	32	Corridors	Corridors_A	3	4	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.38	0.1071	0.9961
corridors_corridors_a_r03c05	32px/Corridors/Corridors_A_r03c05_32px.png	32	Corridors	Corridors_A	3	5	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	26.25	0.1059	0.9961
corridors_corridors_a_r04c01	32px/Corridors/Corridors_A_r04c01_32px.png	32	Corridors	Corridors_A	4	1	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	25.69	0.1353	0.9844
corridors_corridors_a_r04c02	32px/Corridors/Corridors_A_r04c02_32px.png	32	Corridors	Corridors_A	4	2	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.58	0.0973	1.0
corridors_corridors_a_r04c03	32px/Corridors/Corridors_A_r04c03_32px.png	32	Corridors	Corridors_A	4	3	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.17	0.1037	0.9609
corridors_corridors_a_r04c04	32px/Corridors/Corridors_A_r04c04_32px.png	32	Corridors	Corridors_A	4	4	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.19	0.1407	1.0
corridors_corridors_a_r04c05	32px/Corridors/Corridors_A_r04c05_32px.png	32	Corridors	Corridors_A	4	5	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.28	0.13	0.9922
corridors_corridors_a_r05c01	32px/Corridors/Corridors_A_r05c01_32px.png	32	Corridors	Corridors_A	5	1	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	24.0	0.1255	0.9805
corridors_corridors_a_r05c02	32px/Corridors/Corridors_A_r05c02_32px.png	32	Corridors	Corridors_A	5	2	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	25.47	0.0965	0.9961
corridors_corridors_a_r05c03	32px/Corridors/Corridors_A_r05c03_32px.png	32	Corridors	Corridors_A	5	3	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	25.17	0.0917	0.9648
corridors_corridors_a_r05c04	32px/Corridors/Corridors_A_r05c04_32px.png	32	Corridors	Corridors_A	5	4	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.35	0.0995	0.9961
corridors_corridors_a_r05c05	32px/Corridors/Corridors_A_r05c05_32px.png	32	Corridors	Corridors_A	5	5	corridors			derived	corridors,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	25.51	0.123	0.9922
corridors_corridorsb_r01c01	32px/Corridors/CorridorsB_r01c01_32px.png	32	Corridors	CorridorsB	1	1	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.48	0.1145	0.9883
corridors_corridorsb_r01c02	32px/Corridors/CorridorsB_r01c02_32px.png	32	Corridors	CorridorsB	1	2	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	31.83	0.121	1.0
corridors_corridorsb_r01c03	32px/Corridors/CorridorsB_r01c03_32px.png	32	Corridors	CorridorsB	1	3	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	31.85	0.1233	0.9922
corridors_corridorsb_r01c04	32px/Corridors/CorridorsB_r01c04_32px.png	32	Corridors	CorridorsB	1	4	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.98	0.123	0.9844
corridors_corridorsb_r01c05	32px/Corridors/CorridorsB_r01c05_32px.png	32	Corridors	CorridorsB	1	5	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	28.81	0.1221	0.9609
corridors_corridorsb_r02c01	32px/Corridors/CorridorsB_r02c01_32px.png	32	Corridors	CorridorsB	2	1	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.87	0.1187	0.9727
corridors_corridorsb_r02c02	32px/Corridors/CorridorsB_r02c02_32px.png	32	Corridors	CorridorsB	2	2	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.8	0.1122	0.9609
corridors_corridorsb_r02c03	32px/Corridors/CorridorsB_r02c03_32px.png	32	Corridors	CorridorsB	2	3	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.9	0.1168	0.9688
corridors_corridorsb_r02c04	32px/Corridors/CorridorsB_r02c04_32px.png	32	Corridors	CorridorsB	2	4	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.08	0.1294	0.9766
corridors_corridorsb_r02c05	32px/Corridors/CorridorsB_r02c05_32px.png	32	Corridors	CorridorsB	2	5	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	28.82	0.1124	1.0
corridors_corridorsb_r03c01	32px/Corridors/CorridorsB_r03c01_32px.png	32	Corridors	CorridorsB	3	1	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	28.18	0.1158	0.9961
corridors_corridorsb_r03c02	32px/Corridors/CorridorsB_r03c02_32px.png	32	Corridors	CorridorsB	3	2	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	29.26	0.1265	0.9922
corridors_corridorsb_r03c03	32px/Corridors/CorridorsB_r03c03_32px.png	32	Corridors	CorridorsB	3	3	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	28.28	0.1341	1.0
corridors_corridorsb_r03c04	32px/Corridors/CorridorsB_r03c04_32px.png	32	Corridors	CorridorsB	3	4	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	29.01	0.1385	0.9922
corridors_corridorsb_r03c05	32px/Corridors/CorridorsB_r03c05_32px.png	32	Corridors	CorridorsB	3	5	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	29.21	0.125	0.9688
corridors_corridorsb_r04c01	32px/Corridors/CorridorsB_r04c01_32px.png	32	Corridors	CorridorsB	4	1	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	27.53	0.142	0.9648
corridors_corridorsb_r04c02	32px/Corridors/CorridorsB_r04c02_32px.png	32	Corridors	CorridorsB	4	2	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.04	0.1231	0.9766
corridors_corridorsb_r04c03	32px/Corridors/CorridorsB_r04c03_32px.png	32	Corridors	CorridorsB	4	3	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	26.57	0.1201	0.9688
corridors_corridorsb_r04c04	32px/Corridors/CorridorsB_r04c04_32px.png	32	Corridors	CorridorsB	4	4	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_dark_gray,filled,dark,medium_detail	31.64	0.1331	0.9609
corridors_corridorsb_r04c05	32px/Corridors/CorridorsB_r04c05_32px.png	32	Corridors	CorridorsB	4	5	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	26.21	0.138	0.9375
corridors_corridorsb_r05c01	32px/Corridors/CorridorsB_r05c01_32px.png	32	Corridors	CorridorsB	5	1	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.24	0.1164	0.9609
corridors_corridorsb_r05c02	32px/Corridors/CorridorsB_r05c02_32px.png	32	Corridors	CorridorsB	5	2	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.35	0.1202	0.9492
corridors_corridorsb_r05c03	32px/Corridors/CorridorsB_r05c03_32px.png	32	Corridors	CorridorsB	5	3	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	30.88	0.136	0.957
corridors_corridorsb_r05c04	32px/Corridors/CorridorsB_r05c04_32px.png	32	Corridors	CorridorsB	5	4	corridors			derived	corridors,corridorsb,architecture,corridor,floor,walkway,interior,color_black,filled,dark,medium_detail	31.27	0.1238	0.9648
